ID	Household_Size	Number_of_Vehicles	Income	Proximity_to_Public_Transportation	Presence_of_Children	Trips
4935	5	1	69.735	1.5	1	4
4936	2	1	74.63	1.9	1	3
4937	3	2	78.051	2.5	1	3
4938	2	1	81.487	4	0	1
4939	4	1	86.496	0.3	1	4
4940	2	3	71.027	0.5	0	3
4941	3	0	75.358	0.6	1	3
4942	3	1	78.708	0.7	1	4
4943	5	1	82.269	0.9	1	4
4944	1	0	88.34	1	0	2
4945	3	1	72.092	1.3	1	3
4946	2	2	76.056	1.5	0	3
4947	4	1	79.372	1.9	1	3
4948	2	1	83.118	2.6	0	2
4949	3	2	91.878	4.4	1	2
4950	3	0	65.807	0.3	1	3
4951	5	1	73.193	0.5	1	4
4952	2	2	76.865	0.6	0	3
4953	3	0	80.189	0.7	1	3
4954	2	1	84.267	0.9	1	3
4955	4	2	68.404	1.1	1	4
4956	2	1	74.015	1.3	0	3
4957	4	1	77.526	1.6	1	3
4958	3	2	80.896	2	1	3
4959	6	0	85.399	2.6	1	4
4960	1	1	70.019	4.8	0	0
4961	3	2	74.778	0.1	1	4
4962	2	1	78.182	0.4	0	3
4963	4	1	81.639	0.5	1	4
4964	2	2	86.811	0.6	0	3
4965	3	1	71.254	0.8	1	3
4966	3	1	75.5	0.9	1	3
4967	5	3	78.84	1.1	1	4
4968	2	0	82.433	1.3	0	2
4969	3	1	88.825	1.6	1	4
4970	2	1	72.287	2	0	2
4971	4	0	76.193	2.7	1	3
4972	2	1	79.506	0.2	0	3
4973	4	2	83.298	0.4	1	4
4974	3	1	93.495	0.5	1	4
4975	6	1	66.485	0.6	1	5
4976	2	2	73.363	0.8	0	3
4977	3	0	76.998	0.9	1	3
4978	2	1	80.328	1.1	0	3
4979	4	2	84.478	1.3	1	4
4980	2	1	68.774	1.6	1	3
4981	3	1	74.172	2.1	1	3
4982	3	2	77.657	2.8	1	3
4983	5	1	81.042	0.2	1	4
4984	2	1	85.653	0.4	0	3
4985	3	3	70.288	0.5	1	3
4986	2	0	74.926	0.6	0	3
4987	4	1	78.313	0.8	1	4
4988	2	2	81.793	0.9	0	4
4989	4	1	87.148	1.1	1	4
4990	3	1	71.474	1.3	1	3
4991	7	2	75.641	1.7	1	5
4992	1	1	78.972	2.1	0	2
4993	3	1	82.599	3	1	2
4994	2	3	89.379	0.2	0	3
4995	4	0	72.476	0.4	1	3
4996	2	1	76.328	0.5	0	3
4997	3	2	79.641	0.7	1	4
4998	2	0	83.482	0.8	0	3
4999	4	1	98.417	1	1	4
5000	2	2	57.841	1.1	1	3
5001	3	1	72.521	1.4	1	3
5002	2	1	76.361	1.7	0	2
5003	4	2	79.674	2.2	1	3
5004	2	0	83.527	3.1	1	2
5005	3	1	66.63	0.2	1	4
5006	3	2	73.403	0.4	1	3
5007	5	1	77.03	0.5	1	4
5008	1	1	80.362	0.7	0	2
5009	3	2	84.53	0.8	1	4
5010	2	1	68.858	1	0	2
5011	4	1	74.209	1.2	1	3
5012	2	3	77.689	1.4	1	3
5013	3	0	81.077	1.7	1	3
5014	3	1	85.716	2.2	1	3
5015	5	2	70.351	3.2	1	3
5016	2	1	74.961	0.3	1	3
5017	3	1	78.345	0.4	1	4
5018	2	2	81.831	0.5	0	3
5019	4	1	87.232	0.7	1	4
5020	2	1	71.525	0.8	0	2
5021	4	3	75.674	1	1	4
5022	3	0	79.004	1.2	1	3
5023	6	1	82.64	1.4	1	4
5024	1	1	89.525	1.8	0	2
5025	3	0	62.539	2.3	1	3
5026	2	1	72.705	3.4	0	2
5027	4	2	76.496	0.3	1	4
5028	2	1	79.81	0.4	0	2
5029	3	1	83.717	0.6	1	3
5030	3	2	67.183	0.7	1	4
5031	5	0	73.57	0.8	1	4
5032	2	1	77.162	1	0	2
5033	3	2	80.502	1.2	1	4
5034	2	1	84.749	1.4	0	2
5035	4	1	69.194	1.8	1	3
5036	2	2	74.363	2.3	0	2
5037	3	1	77.82	3.6	1	3
5038	3	1	81.224	0.3	1	4
5039	6	2	85.986	0.4	1	5
5040	1	0	70.605	0.6	0	2
5041	3	1	75.106	0.7	1	3
5042	2	2	78.476	0.8	0	3
5043	4	1	81.988	1	1	4
5044	2	1	87.602	1.2	0	3
5045	3	2	71.736	1.5	1	3
5046	3	1	75.813	1.8	1	3
5047	5	1	79.137	2.4	1	4
5048	2	3	82.81	3.8	0	2
5049	3	0	90.205	0.3	1	3
5050	2	1	64.142	0.5	0	2
5051	4	1	72.885	0.6	1	4
5052	2	0	76.63	0.7	0	3
5053	4	1	79.946	0.9	1	4
5054	3	2	83.911	1	1	4
5055	7	1	67.668	1.2	1	5
5056	1	1	73.733	1.5	0	2
5057	3	2	77.294	1.9	1	3
5058	2	0	80.644	2.5	0	2
5059	4	1	84.977	4.1	1	2
5060	2	2	69.509	0.3	1	3
5061	3	1	74.515	0.5	1	3
5062	3	1	77.951	0.6	1	3
5063	5	2	81.373	0.7	1	4
5064	2	1	86.27	0.9	1	3
5065	3	1	70.848	1	1	3
5066	2	3	75.25	1.3	0	3
5067	4	0	78.608	1.5	1	3
5068	2	1	82.147	1.9	0	3
5069	3	2	88.005	2.6	1	3
5070	3	1	71.94	4.4	1	1
5071	5	1	75.951	0.3	1	4
5072	1	2	79.27	0.5	0	3
5073	3	1	82.983	0.6	1	4
5074	2	1	91.049	0.7	0	3
5075	4	3	65.188	0.9	1	4
5076	2	0	73.061	1.1	0	2
5077	3	1	76.764	1.3	1	3
5078	3	2	80.084	1.6	1	3
5079	5	0	84.111	2	1	3
5080	2	1	68.102	2.6	0	2
5081	3	2	73.894	4.9	1	1
5082	2	1	77.426	0.1	0	3
5083	4	1	80.787	0.4	1	4
5084	2	2	85.213	0.5	0	3
5085	4	0	69.805	0.6	1	4
5086	3	1	74.665	0.8	1	3
5087	6	2	78.082	0.9	1	5
5088	1	1	81.524	1.1	0	2
5089	3	1	86.57	1.3	1	4
5090	2	2	71.082	1.6	0	3
5091	4	1	75.393	2	1	4
5092	2	1	78.739	2.7	1	2
5093	3	3	82.308	0.2	1	4
5094	3	0	88.451	0.4	1	3
5095	5	1	72.139	0.5	1	5
5096	2	2	76.089	0.6	0	3
5097	3	1	79.404	0.8	1	4
5098	2	1	83.161	0.9	1	3
5099	4	2	92.193	1.1	1	4
5100	2	1	65.982	1.3	0	2
5101	4	1	73.234	1.6	1	4
5102	3	3	76.897	2.1	1	3
5103	6	0	80.222	2.9	1	3
5104	2	1	84.317	0.2	0	3
5105	3	1	68.496	0.4	1	3
5106	2	0	74.053	0.5	0	2
5107	4	1	77.558	0.6	1	4
5108	2	2	80.931	0.8	1	3
5109	3	1	85.459	0.9	1	3
5110	3	1	70.085	1.1	1	3
5111	5	2	74.814	1.4	1	4
5112	2	0	78.213	1.7	0	2
5113	3	1	81.676	2.1	1	3
5114	2	2	86.89	3	1	2
5115	4	0	71.308	0.2	1	4
5116	2	1	75.534	0.4	0	2
5117	4	2	78.872	0.5	1	4
5118	3	1	82.472	0.7	1	4
5119	8	1	88.951	0.8	1	6
5120	1	2	72.333	1	0	3
5121	3	0	76.225	1.1	1	3
5122	2	1	79.539	1.4	0	3
5123	4	2	83.342	1.7	1	4
5124	2	1	94.075	2.2	0	2
5125	3	1	59.749	3.1	1	2
5126	2	2	72.558	0.2	0	3
5127	4	1	76.388	0.4	1	4
5128	2	1	79.701	0.5	0	2
5129	3	3	83.564	0.7	1	4
5130	2	0	66.747	0.8	0	2
5131	4	1	73.437	1	1	3
5132	2	1	77.056	1.2	0	2
5133	3	0	80.39	1.4	1	3
5134	3	1	84.573	1.7	1	3
5135	5	2	68.927	2.2	1	4
5136	1	1	74.24	3.2	0	1
5137	3	1	77.715	0.3	1	4
5138	2	2	81.106	0.4	0	3
5139	4	0	85.769	0.5	1	4
5140	2	1	70.403	0.7	1	3
5141	3	2	74.99	0.8	1	3
5142	3	1	78.371	1	1	3
5143	5	1	81.862	1.2	1	4
5144	2	2	87.304	1.4	0	3
5145	3	1	71.568	1.8	1	3
5146	2	1	75.702	2.3	0	2
5147	4	3	79.031	3.4	1	3
5148	2	0	82.673	0.3	0	3
5149	4	1	89.651	0.4	1	4
5150	3	2	62.939	0.6	1	4
5151	6	1	72.741	0.7	1	5
5152	1	1	76.523	0.8	0	2
5153	3	2	79.837	1	1	4
5154	2	1	83.755	1.2	0	3
5155	4	1	67.285	1.5	1	3
5156	2	3	73.603	1.8	1	3
5157	3	0	77.189	2.3	1	2
5158	3	1	80.53	3.6	1	2
5159	5	1	84.794	0.3	1	5
5160	2	0	69.259	0.4	1	3
5161	3	1	74.394	0.6	1	4
5162	2	2	77.846	0.7	1	3
5163	4	1	81.254	0.8	1	4
5164	2	1	86.041	1	0	3
5165	3	2	70.655	1.2	1	3
5166	3	0	75.135	1.5	1	3
5167	5	1	78.502	1.8	1	3
5168	1	2	82.019	2.4	0	2
5169	3	1	87.68	3.8	1	2
5170	2	1	71.777	0.3	0	3
5171	4	2	75.841	0.5	1	4
5172	2	1	79.164	0.6	0	3
5173	3	1	82.844	0.7	1	4
5174	3	3	90.358	0.9	1	4
5175	5	0	64.38	1	1	3
5176	2	1	72.921	1.2	1	3
5177	3	2	76.657	1.5	1	3
5178	2	1	79.974	1.9	0	2
5179	4	1	83.951	2.5	1	3
5180	2	2	67.758	4.1	0	1
5181	4	1	73.766	0.3	1	4
5182	3	1	77.321	0.5	1	4
5183	6	3	80.672	0.6	1	5
5184	1	0	85.023	0.7	0	2
5185	3	1	69.569	0.9	1	3
5186	2	1	74.545	1.1	0	3
5187	4	0	77.977	1.3	1	3
5188	2	1	81.403	1.5	0	3
5189	3	2	86.328	1.9	1	4
5190	2	1	70.896	2.6	0	2
5191	4	1	75.279	4.4	1	2
5192	2	2	78.634	0.3	0	3
5193	3	0	82.179	0.5	1	4
5194	2	1	88.091	0.6	0	3
5195	4	2	71.981	0.7	1	4
5196	2	0	75.979	0.9	0	2
5197	3	1	79.297	1.1	1	3
5198	3	2	83.019	1.3	1	3
5199	5	1	91.248	1.6	1	4
5200	1	1	65.362	2	0	2
5201	3	2	73.096	2.7	1	3
5202	2	0	76.791	4.9	1	0
5203	4	1	80.111	0.2	1	4
5204	2	2	84.152	0.4	0	3
5205	3	1	68.183	0.5	1	4
5206	3	1	73.926	0.6	1	4
5207	5	2	77.452	0.8	1	4
5208	2	1	80.815	0.9	0	3
5209	3	1	85.261	1.1	1	4
5210	2	3	69.862	1.3	1	3
5211	4	0	74.695	1.6	1	3
5212	2	1	78.109	2	0	3
5213	4	1	81.554	2.8	1	3
5214	3	0	86.632	0.2	1	3
5215	6	1	71.128	0.4	1	5
5216	1	2	75.421	0.5	0	3
5217	3	1	78.766	0.6	1	3
5218	2	1	82.341	0.8	1	3
5219	4	2	88.546	0.9	1	4
5220	2	0	72.178	1.1	0	2
5221	3	1	76.116	1.3	1	3
5222	3	2	79.431	1.6	1	4
5223	5	1	83.196	2.1	1	4
5224	2	1	92.483	2.9	1	3
5225	3	2	66.121	0.2	1	4
5226	2	1	73.268	0.4	1	3
5227	4	1	76.924	0.5	1	4
5228	2	3	80.25	0.6	0	3
5229	3	0	84.359	0.8	1	3
5230	3	1	68.57	0.9	1	3
5231	6	2	74.084	1.1	1	5
5232	2	1	77.584	1.4	0	2
5233	3	1	80.96	1.7	1	3
5234	2	2	85.509	2.1	0	3
5235	4	1	70.139	3	1	2
5236	2	1	74.843	0.2	0	3
5237	3	3	78.24	0.4	1	4
5238	3	0	81.707	0.5	1	3
5239	5	1	86.956	0.7	1	5
5240	2	1	71.352	0.8	0	3
5241	3	0	75.562	1	1	3
5242	2	1	78.898	1.1	0	3
5243	4	2	82.506	1.4	1	4
5244	2	1	89.059	1.7	0	3
5245	4	1	72.371	2.2	1	3
5246	3	2	76.252	3.1	1	3
5247	7	0	79.566	0.2	1	5
5248	1	1	83.378	0.4	0	2
5249	3	2	94.677	0.5	1	4
5250	2	1	60.78	0.7	0	3
5251	4	1	72.595	0.8	1	4
5252	2	2	76.415	1	0	4
5253	3	1	79.728	1.2	1	4
5254	2	1	83.602	1.4	0	3
5255	4	3	66.861	1.7	1	4
5256	2	0	73.47	2.2	0	2
5257	3	1	77.083	3.3	1	2
5258	2	2	80.418	0.3	0	3
5259	4	1	84.617	0.4	1	4
5260	2	1	68.995	0.5	0	2
5261	3	2	74.271	0.7	1	4
5262	3	1	77.741	0.8	1	3
5263	5	1	81.135	1	1	4
5264	1	3	85.822	1.2	0	3
5265	3	0	70.454	1.4	1	3
5266	2	1	75.019	1.8	0	2
5267	4	1	78.397	2.3	1	3
5268	2	0	81.893	3.4	0	1
5269	3	1	87.376	0.3	1	4
5270	3	2	71.61	0.4	1	4
5271	5	1	75.73	0.6	1	4
5272	2	1	79.057	0.7	1	3
5273	3	2	82.707	0.8	1	4
5274	2	0	89.782	1	0	2
5275	4	1	63.289	1.2	1	4
5276	2	2	72.778	1.5	0	2
5277	4	1	76.55	1.8	1	4
5278	3	1	79.864	2.4	1	3
5279	6	2	83.794	3.6	1	3
5280	1	1	67.384	0.3	0	2
5281	3	1	73.636	0.4	1	3
5282	2	2	77.215	0.6	0	3
5283	4	0	80.559	0.7	1	4
5284	2	1	84.839	0.9	0	3
5285	3	2	69.322	1	1	4
5286	3	1	74.424	1.2	1	3
5287	5	1	77.873	1.5	1	4
5288	2	2	81.283	1.8	0	3
5289	3	1	86.097	2.4	1	3
5290	2	1	70.704	3.8	0	1
5291	4	3	75.164	0.3	1	4
5292	2	0	78.529	0.5	0	3
5293	3	1	82.051	0.6	1	4
5294	3	1	87.759	0.7	1	4
5295	5	0	71.819	0.9	1	4
5296	1	1	75.869	1	0	2
5297	3	2	79.19	1.2	1	3
5298	2	1	82.879	1.5	0	2
5299	4	1	90.518	1.9	1	3
5300	2	2	64.602	2.5	0	2
5301	3	0	72.956	4.1	1	1
5302	3	1	76.684	0.3	1	4
5303	5	2	80.001	0.5	1	5
5304	2	1	83.991	0.6	0	3
5305	3	1	67.847	0.7	1	4
5306	2	2	73.798	0.9	1	3
5307	4	1	77.347	1.1	1	4
5308	2	1	80.701	1.3	0	3
5309	4	3	85.07	1.5	1	4
5310	3	0	69.629	1.9	1	3
5311	7	1	74.575	2.6	1	5
5312	1	2	78.004	4.5	0	0
5313	3	1	81.433	0.3	1	4
5314	2	1	86.388	0.5	0	3
5315	4	2	70.943	0.6	1	4
5316	2	1	75.307	0.7	0	2
5317	3	1	78.66	0.9	1	3
5318	3	3	82.211	1.1	1	4
5319	5	0	88.178	1.3	1	4
5320	2	1	72.021	1.6	0	2
5321	3	2	76.007	2	1	4
5322	2	0	79.324	2.7	0	2
5323	4	1	83.054	5	1	2
5324	2	2	91.459	0.1	0	4
5325	3	1	65.528	0.3	1	4
5326	3	1	73.131	0.5	1	4
5327	5	2	76.817	0.6	1	5
5328	1	0	80.139	0.7	0	2
5329	3	1	84.193	0.9	1	4
5330	2	2	68.263	1.1	0	3
5331	4	1	73.958	1.3	1	4
5332	2	1	77.479	1.6	0	3
5333	3	2	80.844	2	1	3
5334	3	1	85.31	2.7	1	3
5335	5	1	69.918	0.2	1	4
5336	2	3	74.725	0.4	0	3
5337	3	0	78.135	0.5	1	3
5338	2	1	81.584	0.6	1	3
5339	4	2	86.695	0.8	1	4
5340	2	1	71.173	0.9	0	3
5341	4	1	75.449	1.1	1	4
5342	3	2	78.792	1.3	1	3
5343	6	1	82.374	1.6	1	4
5344	1	1	88.644	2	0	2
5345	3	3	72.217	2.8	1	3
5346	2	0	76.143	0.2	0	3
5347	4	1	79.458	0.4	1	4
5348	2	1	83.232	0.5	0	3
5349	3	0	92.805	0.6	1	3
5350	3	1	66.255	0.8	1	4
5351	5	2	73.302	0.9	1	4
5352	2	1	76.95	1.1	0	3
5353	3	1	80.278	1.3	1	3
5354	2	2	84.401	1.6	0	3
5355	4	0	68.644	2.1	1	3
5356	2	1	74.116	2.9	0	2
5357	4	2	77.61	0.2	1	4
5358	3	0	80.989	0.4	1	3
5359	6	1	85.56	0.5	1	5
5360	2	2	70.193	0.6	0	3
5361	3	1	74.873	0.8	1	3
5362	2	1	78.266	0.9	0	3
5363	4	2	81.738	1.1	1	4
5364	2	0	87.024	1.4	0	2
5365	3	1	71.396	1.7	1	3
5366	3	2	75.59	2.1	1	3
5367	5	1	78.925	3	1	3
5368	2	1	82.539	0.2	0	3
5369	3	2	89.17	0.4	1	4
5370	2	1	72.408	0.5	0	3
5371	4	1	76.28	0.7	1	4
5372	2	3	79.593	0.8	0	4
5373	4	0	83.415	1	1	4
5374	3	1	95.467	1.1	1	3
5375	7	1	61.506	1.4	1	5
5376	1	0	72.632	1.7	0	2
5377	3	1	76.442	2.2	1	3
5378	2	2	79.755	3.1	0	2
5379	4	1	83.64	0.2	1	4
5380	2	1	66.971	0.4	1	3
5381	3	2	73.504	0.5	1	4
5382	2	0	77.109	0.7	0	2
5383	4	1	80.446	0.8	1	4
5384	2	2	84.661	1	0	3
5385	3	1	69.063	1.2	1	3
5386	2	1	74.302	1.4	0	2
5387	4	2	77.768	1.7	1	4
5388	2	1	81.165	2.2	0	2
5389	3	1	85.876	3.3	1	2
5390	3	3	70.505	0.3	1	4
5391	5	0	75.048	0.4	1	4
5392	1	1	78.424	0.5	0	2
5393	3	2	81.925	0.7	1	4
5394	2	1	87.45	0.8	0	3
5395	4	1	71.653	1	1	4
5396	2	2	75.758	1.2	0	3
5397	3	1	79.084	1.4	1	3
5398	3	1	82.741	1.8	1	3
5399	5	3	89.917	2.3	1	4
5400	2	0	63.601	3.4	0	1
5401	3	1	72.814	0.3	1	4
5402	2	1	76.576	0.4	0	3
5403	4	0	79.892	0.6	1	4
5404	2	1	83.833	0.7	1	3
5405	4	2	67.481	0.8	1	4
5406	3	1	73.668	1	1	4
5407	6	1	77.242	1.2	1	4
5408	1	2	80.587	1.5	0	3
5409	3	0	84.885	1.8	1	3
5410	2	1	69.385	2.4	0	2
5411	4	2	74.455	3.6	1	3
5412	2	1	77.899	0.3	0	3
5413	3	1	81.313	0.4	1	4
5414	3	2	86.154	0.6	1	4
5415	5	1	70.752	0.7	1	4
5416	2	1	75.193	0.9	0	3
5417	3	3	78.555	1	1	4
5418	2	0	82.083	1.2	0	2
5419	4	1	87.84	1.5	1	4
5420	2	2	71.859	1.8	0	3
5421	3	1	75.896	2.4	1	2
5422	3	1	79.217	3.9	1	2
5423	5	2	82.914	0.3	1	5
5424	1	1	90.686	0.5	0	3
5425	3	1	64.809	0.6	1	4
5426	2	3	72.991	0.7	0	3
5427	4	0	76.71	0.9	1	3
5428	2	1	80.029	1	0	3
5429	3	1	84.031	1.2	1	3
5430	3	0	67.933	1.5	1	3
5431	5	1	73.83	1.9	1	4
5432	2	2	77.373	2.5	0	2
5433	3	1	80.729	4.1	1	1
5434	2	1	85.117	0.3	1	3
5435	4	2	69.688	0.5	1	4
5436	2	0	74.606	0.6	0	2
5437	4	1	78.03	0.7	1	4
5438	3	2	81.463	0.9	1	4
5439	7	0	86.448	1.1	1	4
5440	1	1	70.99	1.3	0	2
5441	3	2	75.336	1.5	1	4
5442	2	1	78.687	1.9	0	2
5443	4	1	82.243	2.6	1	3
5444	2	2	88.267	4.5	0	1
5445	3	0	72.06	0.1	1	3
5446	2	1	76.034	0.3	1	3
5447	4	2	79.351	0.5	1	4
5448	2	1	83.089	0.6	0	3
5449	3	1	91.685	0.7	1	3
5450	2	2	65.686	0.9	0	3
5451	4	1	73.165	1.1	1	4
5452	2	1	76.844	1.3	0	2
5453	3	3	80.167	1.6	1	3
5454	3	0	84.234	2	1	2
5455	5	1	68.342	2.7	1	4
5456	1	1	73.99	0.2	0	2
5457	3	0	77.505	0.4	1	3
5458	2	1	80.873	0.5	0	3
5459	4	2	85.359	0.6	1	4
5460	2	1	69.974	0.8	0	3
5461	3	1	74.755	0.9	1	3
5462	3	2	78.161	1.1	1	4
5463	5	0	81.615	1.3	1	4
5464	2	1	86.759	1.6	0	2
5465	3	2	71.218	2	1	3
5466	2	1	75.478	2.8	0	2
5467	4	1	78.819	0.2	1	4
5468	2	2	82.406	0.4	0	3
5469	4	1	88.743	0.5	1	4
5470	3	1	72.256	0.6	1	3
5471	6	3	76.171	0.8	1	5
5472	1	0	79.485	0.9	0	2
5473	3	1	83.269	1.1	1	3
5474	2	2	93.168	1.3	1	4
5475	4	1	66.385	1.6	1	4
5476	2	1	73.336	2.1	0	2
5477	3	2	76.977	2.9	1	3
5478	3	1	80.306	0.2	1	3
5479	5	1	84.444	0.4	1	4
5480	2	3	68.716	0.5	0	3
5481	3	0	74.147	0.6	1	3
5482	2	1	77.636	0.8	0	3
5483	4	1	81.018	0.9	1	4
5484	2	0	85.612	1.1	0	2
5485	4	1	70.246	1.4	1	3
5486	3	2	74.902	1.7	1	3
5487	6	1	78.292	2.1	1	5
5488	2	1	81.769	3	0	2
5489	3	2	87.092	0.2	1	4
5490	2	0	71.439	0.4	0	3
5491	4	1	75.618	0.5	1	4
5492	2	2	78.951	0.7	0	3
5493	3	1	82.572	0.8	1	3
5494	3	1	89.285	1	1	3
5495	5	2	72.446	1.1	1	5
5496	2	1	76.307	1.4	0	3
5497	3	1	79.62	1.7	1	3
5498	2	3	83.452	2.2	0	3
5499	4	0	96.644	3.1	1	3
5500	2	1	62.072	0.3	0	3
5501	4	2	72.669	0.4	1	4
5502	3	1	76.469	0.5	1	3
5503	7	1	79.782	0.7	1	5
5504	1	2	83.678	0.8	0	3
5505	3	1	67.079	1	1	3
5506	2	1	73.537	1.2	0	3
5507	4	3	77.136	1.4	1	4
5508	2	0	80.474	1.7	0	2
5509	3	1	84.705	2.2	1	3
5510	2	1	69.129	3.3	0	2
5511	4	0	74.332	0.3	1	4
5512	2	1	77.794	0.4	0	3
5513	3	2	81.194	0.5	1	3
5514	2	1	85.931	0.7	0	3
5515	4	1	70.555	0.8	1	4
5516	2	2	75.077	1	0	3
5517	3	0	78.45	1.2	1	3
5518	3	1	81.956	1.4	1	3
5519	5	2	87.526	1.8	1	4
5520	1	1	71.694	2.3	0	2
5521	3	1	75.786	3.5	1	2
5522	2	2	79.11	0.3	0	3
5523	4	1	82.776	0.4	1	4
5524	2	1	90.058	0.6	1	3
5525	3	2	63.884	0.7	1	4
5526	3	0	72.849	0.8	1	3
5527	5	1	76.603	1	1	4
5528	2	2	79.919	1.2	0	3
5529	3	1	83.872	1.5	1	3
5530	2	1	67.575	1.8	0	2
5531	4	2	73.701	2.4	1	4
5532	2	1	77.268	3.6	0	2
5533	4	1	80.615	0.3	1	4
5534	3	3	84.931	0.4	1	4
5535	6	0	69.447	0.6	1	4
5536	1	1	74.485	0.7	0	2
5537	3	1	77.925	0.9	1	3
5538	2	0	81.343	1	0	2
5539	4	1	86.212	1.2	1	4
5540	2	2	70.801	1.5	0	3
5541	3	1	75.221	1.8	1	3
5542	3	1	78.581	2.4	1	3
5543	5	2	82.115	3.9	1	3
5544	2	0	87.922	0.3	0	3
5545	3	1	71.9	0.5	1	3
5546	2	2	75.924	0.6	0	3
5547	4	1	79.244	0.7	1	4
5548	2	1	82.948	0.9	0	3
5549	3	2	90.863	1	1	4
5550	3	1	65.004	1.2	1	4
5551	6	1	73.026	1.5	1	4
5552	1	3	76.737	1.9	0	3
5553	3	0	80.056	2.5	1	2
5554	2	1	84.071	4.2	0	1
5555	4	2	68.018	0.3	1	4
5556	2	1	73.862	0.5	0	3
5557	3	1	77.4	0.6	1	4
5558	3	2	80.758	0.7	1	3
5559	5	1	85.165	0.9	1	4
5560	2	1	69.747	1.1	0	3
5561	3	3	74.636	1.3	1	4
5562	2	0	78.056	1.5	0	3
5563	4	1	81.493	1.9	1	4
5564	2	2	86.508	2.6	0	3
5565	4	0	71.036	4.6	1	1
5566	3	1	75.364	0.1	1	3
5567	7	2	78.713	0.3	1	5
5568	1	1	82.276	0.5	0	2
5569	3	1	88.358	0.6	1	3
5570	2	2	72.1	0.7	0	3
5571	4	0	76.061	0.9	1	4
5572	2	1	79.377	1.1	0	3
5573	3	2	83.125	1.3	1	3
5574	3	1	91.928	1.6	1	4
5575	5	1	65.837	2	1	4
5576	2	2	73.2	2.7	0	2
5577	3	1	76.871	0.2	1	4
5578	2	1	80.194	0.4	1	3
5579	4	3	84.276	0.5	1	4
5580	2	0	68.42	0.6	0	2
5581	3	1	74.021	0.8	1	4
5582	3	2	77.531	0.9	1	4
5583	5	1	80.902	1.1	1	4
5584	1	1	85.409	1.3	0	2
5585	3	2	70.03	1.6	1	3
5586	2	1	74.784	2	1	2
5587	4	1	78.187	2.8	1	3
5588	2	3	81.645	0.2	0	3
5589	3	0	86.824	0.4	1	3
5590	3	1	71.263	0.5	1	3
5591	5	1	75.506	0.6	1	4
5592	2	0	78.845	0.8	0	2
5593	3	1	82.439	0.9	1	4
5594	2	2	88.846	1.1	0	3
5595	4	1	72.294	1.3	1	4
5596	2	1	76.198	1.6	0	2
5597	4	2	79.512	2.1	1	4
5598	3	0	83.305	2.9	1	2
5599	6	1	93.584	0.2	1	5
5600	1	2	66.509	0.4	0	3
5601	3	0	73.37	0.5	1	3
5602	2	1	77.003	0.6	0	3
5603	4	2	80.334	0.8	1	4
5604	2	1	84.487	0.9	0	3
5605	3	1	68.788	1.1	1	3
5606	3	2	74.178	1.4	1	4
5607	5	0	77.663	1.7	1	4
5608	2	1	81.047	2.1	0	2
5609	3	2	85.664	3	1	3
5610	2	1	70.299	0.2	0	3
5611	4	1	74.931	0.4	1	4
5612	2	2	78.318	0.5	0	3
5613	4	1	81.8	0.7	1	4
5614	3	1	87.162	0.8	1	4
5615	6	3	71.482	1	1	5
5616	2	0	75.646	1.1	0	2
5617	3	1	78.978	1.4	1	4
5618	2	1	82.606	1.7	0	3
5619	4	0	89.403	2.2	1	4
5620	2	1	72.484	3.1	0	1
5621	3	2	76.334	0.3	1	3
5622	3	1	79.647	0.4	1	4
5623	5	1	83.489	0.5	1	5
5624	2	2	99.253	0.7	0	3
5625	3	0	58.376	0.8	1	3
5626	2	1	72.529	1	0	3
5627	4	2	76.366	1.2	1	4
5628	2	1	79.679	1.4	1	3
5629	4	1	83.534	1.7	1	4
5630	3	2	66.654	2.2	1	3
5631	8	1	73.41	3.3	1	4
5632	1	1	77.035	0.3	0	2
5633	3	3	80.367	0.4	1	4
5634	2	0	84.538	0.6	0	3
5635	4	1	68.872	0.7	1	4
5636	2	2	74.215	0.8	0	3
5637	3	1	77.694	1	1	4
5638	2	1	81.083	1.2	1	3
5639	4	2	85.727	1.4	1	4
5640	2	1	70.361	1.8	0	2
5641	3	1	74.967	2.3	1	3
5642	2	3	78.35	3.5	1	2
5643	4	0	81.837	0.3	1	4
5644	2	1	87.246	0.4	0	3
5645	3	1	71.534	0.6	1	3
5646	3	0	75.68	0.7	1	3
5647	5	1	79.009	0.8	1	4
5648	1	2	82.646	1	0	2
5649	3	1	89.55	1.2	1	4
5650	2	1	62.624	1.5	0	2
5651	4	2	72.712	1.8	1	4
5652	2	0	76.501	2.4	0	2
5653	3	1	79.815	3.7	1	2
5654	3	2	83.724	0.3	1	4
5655	5	1	67.204	0.4	1	4
5656	2	1	73.576	0.6	1	3
5657	3	2	77.168	0.7	1	3
5658	2	1	80.508	0.9	0	3
5659	4	1	84.758	1	1	4
5660	2	3	69.207	1.2	0	3
5661	4	0	74.369	1.5	1	3
5662	3	1	77.825	1.9	1	3
5663	6	2	81.23	2.4	1	5
5664	1	1	85.997	3.9	0	1
5665	3	1	70.615	0.3	1	3
5666	2	2	75.112	0.5	0	3
5667	4	1	78.481	0.6	1	4
5668	2	1	81.994	0.7	0	3
5669	3	3	87.617	0.9	1	4
5670	3	0	71.744	1	1	3
5671	5	1	75.819	1.2	1	4
5672	2	1	79.142	1.5	0	3
5673	3	0	82.817	1.9	1	3
5674	2	1	90.235	2.5	0	2
