ID	PreferenceForPublicTransport	TravelTime	TravelCost	EnvironmentalConcern	SafetyPerception
1924	3	24	1.0	1	0
1925	2	13	9.6	0	0
1926	3	31	1.9	1	0
1927	3	47	2.7	1	1
1928	1	11	8.8	0	0
1929	1	24	7.7	0	0
1930	1	22	4.1	0	0
1931	2	16	3.9	1	1
1932	2	20	4.2	1	0
1933	2	24	6.7	1	0
1934	1	37	2.8	0	0
1935	2	29	9.4	0	1
1936	1	45	6.5	1	0
1937	1	40	1.5	0	0
1938	3	11	3.5	1	0
1939	2	47	2.4	1	0
1940	2	44	7.4	0	0
1941	1	19	2.0	0	1
1942	0	56	9.3	0	0
1943	1	58	4.8	1	1
1944	1	18	8.4	0	0
1945	1	53	2.5	1	0
1946	2	28	6.3	0	1
1947	2	40	5.5	0	1
1948	0	26	7.5	1	0
1949	3	18	7.3	1	0
1950	0	53	8.6	0	0
1951	1	47	2.9	0	1
1952	1	37	1.7	1	1
1953	2	18	1.9	0	1
1954	2	48	5.4	1	0
1955	2	27	7.8	1	1
1956	3	20	5.4	0	1
1957	0	43	4.4	0	1
1958	2	49	8.0	1	0
1959	2	27	6.1	0	1
1960	3	16	9.1	1	1
1961	1	38	5.0	1	0
1962	2	13	9.0	1	0
1963	2	39	2.2	1	1
1964	0	40	7.4	0	1
1965	0	51	5.8	1	0
1966	0	58	3.7	0	1
1967	1	50	3.2	1	0
1968	0	55	1.5	0	1
1969	2	46	8.4	0	1
1970	2	39	1.8	0	1
1971	3	41	3.0	1	1
1972	2	16	9.2	0	1
1973	1	56	4.5	0	0
1974	3	43	7.4	1	1
1975	3	39	6.3	1	0
1976	0	58	9.4	0	1
1977	1	46	6.0	0	1
1978	1	20	3.2	0	0
1979	2	42	2.5	0	1
1980	1	57	2.8	1	0
1981	2	14	7.9	1	1
1982	0	46	1.9	0	1
1983	3	32	3.8	1	1
1984	1	26	9.6	1	1
1985	0	11	6.4	0	0
1986	0	40	7.3	1	0
1987	2	15	6.9	0	0
1988	1	43	2.2	1	0
1989	2	58	8.0	1	1
1990	2	58	1.3	1	0
1991	3	28	5.8	0	1
1992	2	12	2.1	1	0
1993	0	49	5.1	1	0
1994	2	54	7.4	1	1
1995	1	19	9.0	1	0
1996	2	33	7.7	0	0
1997	1	37	2.6	1	0
1998	1	40	6.8	1	0
1999	1	25	5.7	1	0
2000	0	52	6.4	0	1
2001	2	45	9.5	1	1
2002	0	54	8.1	0	1
2003	0	60	9.0	1	0
2004	2	34	4.7	1	0
2005	1	27	3.1	0	1
2006	1	24	4.0	0	1
2007	0	41	4.9	0	0
2008	0	42	8.7	0	0
2009	2	32	9.6	0	0
2010	1	11	1.3	0	0
2011	1	44	1.1	0	0
2012	2	21	2.4	0	0
2013	2	15	9.7	1	0
2014	1	57	8.7	1	0
2015	2	13	5.6	1	1
2016	3	18	2.7	0	0
2017	0	51	7.2	0	1
2018	1	25	7.2	0	0
2019	3	10	1.9	1	0
2020	0	48	1.5	0	1
2021	0	59	5.3	0	1
2022	0	54	9.0	0	0
2023	2	57	9.7	1	1
2024	0	48	7.9	0	1
2025	1	11	9.7	1	0
2026	0	29	6.8	0	0
2027	0	38	5.5	1	1
2028	3	30	1.8	1	0
2029	0	57	9.8	0	0
2030	2	13	6.2	0	1
2031	0	48	7.7	0	1
2032	1	24	5.7	1	0
2033	1	15	5.0	0	0
2034	1	40	3.8	1	1
2035	0	19	2.6	0	1
2036	2	56	2.3	1	1
2037	5	24	3.1	1	0
2038	1	42	3.1	1	0
2039	1	19	7.1	0	0
2040	0	46	2.4	1	0
2041	3	15	2.4	1	1
2042	2	21	5.8	1	1
2043	0	33	3.9	1	0
2044	1	22	9.3	0	1
2045	2	53	7.3	1	1
2046	0	44	8.6	0	1
2047	0	29	2.0	0	1
2048	1	41	2.0	1	1
2049	2	34	8.1	0	0
2050	2	16	8.0	1	1
2051	2	58	2.6	0	1
2052	3	21	8.8	0	1
2053	2	34	2.5	0	1
2054	2	17	5.2	0	1
2055	0	32	8.7	0	1
2056	0	51	2.3	0	1
2057	0	41	3.1	0	0
2058	1	21	9.6	0	1
2059	3	34	2.4	0	0
2060	2	14	2.2	0	0
2061	0	45	6.3	0	1
2062	4	19	5.0	0	1
2063	3	30	8.9	1	1
2064	2	34	7.4	0	1
2065	2	13	6.8	1	0
2066	0	19	6.5	0	1
2067	0	53	2.4	0	1
2068	1	33	2.3	0	0
2069	0	53	1.9	0	1
2070	1	42	9.4	1	0
2071	1	36	1.9	0	0
2072	0	45	9.2	0	0
2073	1	40	4.0	0	0
2074	2	38	4.4	1	0
2075	0	46	7.6	1	0
2076	0	40	3.6	0	0
2077	0	21	5.4	1	1
2078	0	38	2.2	1	1
2079	2	52	5.2	0	1
2080	3	34	5.6	1	0
2081	3	10	5.1	0	0
2082	2	19	9.3	1	0
2083	3	30	1.2	1	0
2084	2	29	2.8	1	1
2085	2	41	9.9	1	1
2086	2	20	5.0	1	1
2087	2	53	8.0	1	1
2088	1	55	4.1	0	1
2089	1	19	1.7	0	1
2090	1	42	8.6	1	0
2091	2	37	2.1	0	1
2092	0	57	8.3	0	1
2093	2	22	2.6	1	0
2094	3	22	8.3	0	0
2095	2	18	1.3	0	1
2096	0	14	6.0	0	0
2097	1	10	5.1	0	0
2098	0	53	5.9	0	0
2099	0	49	3.4	1	0
2100	2	13	5.4	1	0
2101	0	12	5.3	0	1
2102	1	58	6.1	1	1
2103	2	17	6.2	0	0
2104	2	59	5.5	1	1
2105	2	45	5.5	1	1
2106	0	30	5.2	0	1
2107	0	29	1.6	1	1
2108	0	44	8.2	0	1
2109	0	38	4.0	0	1
2110	2	19	3.1	0	1
2111	1	35	8.7	1	1
2112	3	52	5.2	0	1
2113	2	39	3.1	1	1
2114	2	41	7.9	1	1
2115	2	31	2.2	1	1
2116	1	51	4.3	0	1
2117	2	24	2.7	0	0
2118	1	28	5.4	0	1
2119	0	43	1.3	0	0
2120	3	12	9.3	1	1
2121	1	44	1.5	1	0
2122	2	43	9.1	0	0
2123	0	59	5.8	1	1
2124	1	41	6.3	0	0
2125	1	44	3.2	1	0
2126	0	52	4.7	0	1
2127	0	28	7.0	0	0
2128	0	37	9.0	1	0
2129	0	60	5.6	0	0
2130	3	30	9.7	1	0
2131	1	30	9.8	1	1
2132	0	53	9.7	0	0
2133	4	21	2.2	1	1
2134	3	10	4.5	1	1
2135	2	17	6.9	0	1
2136	2	41	2.4	1	1
2137	0	53	8.5	1	0
2138	0	42	2.9	0	1
2139	3	40	7.0	1	1
2140	1	42	7.0	0	0
2141	1	30	2.6	1	0
2142	2	28	7.7	0	1
2143	2	17	1.1	0	1
2144	0	41	4.0	0	1
2145	2	32	5.6	1	1
2146	3	24	2.6	1	1
2147	0	42	3.5	0	0
2148	2	27	5.6	0	1
2149	0	48	7.1	0	0
2150	2	40	2.7	1	0
2151	3	27	9.2	1	1
2152	1	41	9.4	1	0
2153	0	53	6.6	1	0
2154	0	56	4.6	0	1
2155	2	15	3.7	0	1
2156	0	41	6.6	0	0
2157	1	49	4.7	0	0
2158	3	13	1.1	1	0
2159	1	39	5.0	0	1
2160	0	60	3.8	0	1
2161	1	11	5.9	0	0
2162	4	13	2.0	0	1
2163	2	43	7.8	1	0
2164	0	58	8.8	0	1
2165	0	48	8.2	0	1
2166	0	31	5.6	0	0
2167	0	57	9.6	0	1
2168	1	53	6.8	0	1
2169	2	32	1.4	0	1
2170	1	36	1.2	1	0
2171	1	26	5.1	1	0
2172	0	58	5.3	0	0
2173	2	14	7.6	0	1
2174	1	57	3.9	1	1
2175	0	30	4.5	0	0
2176	1	45	5.4	1	0
2177	3	32	1.3	1	1
2178	1	24	5.6	0	0
2179	1	48	6.0	0	0
2180	0	18	7.4	1	0
2181	2	25	5.2	1	1
2182	0	40	7.5	0	0
2183	1	40	9.2	0	0
2184	1	33	8.7	0	0
2185	0	55	2.4	0	0
2186	2	21	6.9	0	0
2187	0	30	6.8	0	0
2188	1	15	7.2	1	1
2189	2	21	6.3	0	1
2190	0	27	5.0	0	0
2191	1	23	8.9	0	0
2192	1	54	4.0	0	0
2193	1	26	7.2	0	0
2194	1	25	2.0	0	1
2195	4	14	3.0	1	0
2196	2	25	5.9	1	0
2197	1	40	4.0	0	0
2198	0	45	9.9	1	0
2199	1	30	5.4	0	0
2200	0	19	6.8	0	0
2201	0	48	7.2	0	0
2202	1	51	9.6	0	1
2203	0	58	2.5	0	0
2204	1	38	5.3	0	0
2205	3	21	6.2	0	1
2206	0	50	9.0	0	0
2207	4	25	2.5	1	0
2208	0	57	1.1	0	0
2209	0	46	4.7	0	1
2210	2	49	5.5	1	1
2211	2	39	7.3	1	1
2212	2	18	9.9	1	0
2213	1	42	4.8	1	0
2214	1	33	6.7	0	1
2215	1	24	4.9	0	0
2216	0	47	3.4	0	0
2217	2	23	2.8	1	1
2218	3	26	5.9	1	0
2219	0	32	1.4	0	1
2220	3	15	6.2	0	0
2221	3	30	10.0	0	1
2222	2	19	9.9	1	1
2223	1	17	1.7	0	0
2224	4	15	4.8	1	1
2225	1	31	3.6	0	0
2226	1	55	8.2	1	0
2227	0	33	9.7	0	1
2228	1	30	9.9	0	1
2229	0	56	7.0	1	0
2230	1	39	8.7	1	1
2231	3	17	3.5	0	0
2232	0	55	7.3	0	0
2233	0	46	3.0	0	1
2234	1	49	7.0	0	1
2235	0	56	5.3	0	0
2236	0	50	4.9	1	0
2237	2	39	10.0	1	0
2238	1	60	2.0	1	0
2239	2	31	9.5	0	0
2240	0	34	6.4	0	1
2241	1	19	9.7	0	0
2242	3	43	8.8	1	1
2243	1	45	9.9	1	0
2244	1	35	7.3	0	0
2245	2	41	3.3	1	0
2246	0	50	7.0	0	1
2247	0	52	6.2	0	0
2248	4	19	2.1	1	1
2249	0	37	8.4	0	1
2250	0	60	9.7	0	0
2251	0	46	9.3	0	0
2252	2	31	7.3	1	1
2253	0	53	3.7	1	0
2254	1	56	2.9	1	1
2255	1	56	2.8	0	1
2256	2	36	7.1	0	1
2257	2	29	7.4	1	0
2258	2	11	3.1	0	1
2259	1	13	9.1	0	0
2260	0	54	1.7	0	1
2261	2	21	4.1	0	1
2262	0	42	7.4	1	0
2263	1	21	9.2	0	0
2264	2	25	4.9	1	1
2265	0	54	9.1	1	0
2266	3	13	4.9	1	0
2267	2	17	6.6	1	0
2268	3	17	4.3	1	0
2269	0	55	1.4	0	1
2270	2	41	8.9	1	1
2271	1	18	9.3	0	0
2272	4	23	7.5	1	1
2273	1	59	4.9	0	0
2274	0	57	6.1	1	0
2275	1	41	7.0	0	1
2276	3	30	9.3	1	0
2277	3	40	9.3	1	0
2278	3	33	5.4	1	1
2279	0	42	4.8	1	0
2280	2	50	1.5	0	1
2281	1	10	9.5	0	0
2282	0	41	6.0	0	1
2283	1	22	7.2	0	0
2284	0	41	9.0	1	0
2285	0	51	2.2	0	1
2286	2	44	10.0	0	1
2287	2	32	6.0	1	0
2288	1	56	9.5	0	1
2289	0	34	2.6	1	0
2290	0	54	3.2	1	1
2291	2	44	1.6	1	1
2292	2	12	2.9	0	0
2293	4	29	1.4	1	0
2294	2	13	3.7	1	1
2295	0	54	2.0	0	0
2296	1	50	1.1	1	1
2297	4	13	1.8	1	0
2298	1	15	5.4	0	0
2299	2	53	3.8	0	1
2300	2	11	1.4	0	1
2301	1	57	5.4	0	1
2302	2	33	6.8	1	1
2303	1	38	9.2	1	1
2304	1	24	5.1	0	0
2305	2	39	6.1	1	0
2306	0	56	7.4	0	1
2307	0	36	9.5	1	1
2308	0	22	5.2	0	0
2309	0	39	9.3	1	0
2310	1	14	10.0	0	1
2311	1	45	4.2	0	1
2312	2	15	6.2	0	0
2313	0	35	2.0	0	1
2314	0	57	6.5	0	0
2315	2	15	8.1	0	1
2316	1	13	6.6	1	0
2317	0	51	9.2	0	0
2318	0	30	9.5	1	0
2319	3	10	9.5	0	1
2320	1	40	2.4	0	0
2321	1	32	2.5	0	1
2322	2	45	3.7	0	0
2323	1	23	7.1	1	1
2324	3	30	6.5	1	1
2325	0	19	1.4	0	0
2326	0	46	3.2	1	0
2327	3	25	3.2	1	0
2328	1	18	8.4	1	0
2329	1	26	4.7	0	0
2330	2	36	5.1	0	1
2331	1	55	5.1	1	0
2332	0	58	4.6	0	1
2333	0	57	8.3	1	1
2334	3	31	7.3	1	1
2335	0	59	7.2	0	0
2336	2	26	2.7	1	1
2337	1	31	1.9	0	0
2338	0	46	7.6	1	0
2339	1	56	9.7	1	0
2340	2	54	3.4	1	1
2341	3	21	2.1	0	1
2342	3	30	7.3	1	1
2343	1	12	5.6	0	0
2344	2	30	9.6	1	1
2345	5	12	6.0	0	1
2346	1	48	8.4	1	1
2347	0	52	5.3	1	1
2348	2	45	3.9	1	1
2349	1	14	4.9	0	1
2350	0	45	7.9	1	1
2351	1	43	8.4	0	0
2352	5	16	3.3	1	1
2353	1	55	1.6	1	1
2354	4	32	1.3	1	1
2355	2	16	8.9	0	0
2356	0	48	1.0	0	0
2357	0	57	3.9	0	0
2358	2	34	7.4	1	0
2359	0	41	3.4	0	1
2360	0	55	9.2	0	0
2361	2	29	5.1	0	0
2362	2	32	7.3	1	1
2363	0	54	5.4	0	0
2364	0	50	8.0	1	0
2365	1	36	2.9	1	0
2366	3	24	4.6	1	1
2367	2	42	2.2	1	1
2368	1	33	6.3	0	0
2369	1	25	4.7	1	0
2370	5	14	6.5	1	0
2371	2	14	2.2	1	0
2372	2	40	1.5	1	0
2373	1	44	2.1	1	1
2374	2	13	1.3	0	1
2375	0	27	1.1	0	0
2376	0	44	2.3	0	0
2377	2	50	7.9	1	1
2378	3	39	1.4	1	0
2379	2	32	9.2	1	1
2380	3	26	8.6	0	0
2381	0	45	3.3	0	0
2382	1	38	9.6	1	0
2383	3	58	8.3	1	1
2384	0	60	8.8	1	0
2385	2	24	3.2	0	1
2386	2	37	1.8	1	0
2387	0	55	5.1	0	1
2388	2	34	8.3	1	0
2389	3	50	9.7	1	1
2390	3	14	4.5	1	1
2391	2	40	6.9	1	1
2392	2	17	2.5	1	0
2393	1	25	7.5	0	0
2394	1	32	4.7	1	1
2395	2	16	8.9	1	1
2396	0	28	8.8	0	0
2397	0	60	8.2	1	1
2398	0	53	7.5	1	1
2399	1	51	9.4	1	0
2400	3	11	3.9	1	1
2401	1	41	5.8	0	0
2402	2	26	6.4	1	1
2403	0	35	6.4	0	0
2404	2	30	1.6	0	0
2405	0	43	8.9	0	0
2406	0	52	3.7	0	0
2407	1	55	5.8	1	1
2408	2	15	1.4	0	1
2409	1	38	9.1	1	1
2410	1	48	9.9	0	1
2411	3	17	6.1	1	1
2412	0	50	7.1	1	1
2413	4	12	2.4	1	0
2414	1	42	1.2	0	1
2415	0	53	5.5	0	0
2416	1	49	7.7	0	1
2417	4	14	9.2	1	0
2418	2	21	9.6	0	0
2419	1	32	4.9	0	1
2420	1	42	7.8	1	1
2421	0	58	2.1	0	0
2422	1	31	6.6	0	0
2423	0	20	3.7	0	0
2424	1	45	2.6	1	1
2425	0	30	7.1	0	0
2426	3	52	5.3	1	0
2427	2	47	8.8	0	1
2428	1	13	3.0	0	0
2429	0	56	9.3	1	0
2430	1	41	6.4	0	1
2431	1	29	5.3	1	1
2432	0	45	3.2	0	0
2433	2	11	2.4	1	1
2434	0	39	5.3	0	1
2435	0	30	4.1	0	0
2436	1	46	9.0	1	0
2437	1	14	9.3	0	1
2438	3	33	6.1	1	1
2439	0	59	5.4	1	0
2440	0	50	7.6	0	1
2441	0	38	6.5	0	0
2442	0	28	9.6	0	0
2443	3	24	6.9	1	0
2444	1	53	9.0	0	1
2445	3	31	4.2	1	1
2446	0	36	4.9	0	0
2447	3	15	2.3	1	0
2448	0	57	2.5	0	0
2449	0	56	9.1	0	1
2450	3	22	6.9	0	0
2451	3	15	7.2	1	0
2452	1	19	3.4	1	0
2453	3	43	3.6	1	1
2454	1	55	5.2	0	0
2455	1	20	3.5	1	0
2456	1	48	2.9	1	1
2457	1	39	5.4	0	0
2458	1	60	7.2	1	0
2459	2	47	8.4	0	1
2460	3	25	1.2	0	1
2461	3	11	3.2	0	1
2462	1	44	1.3	0	0
2463	1	24	9.4	1	0
2464	2	13	3.0	1	1
2465	1	29	4.5	1	0
2466	3	33	3.7	1	1
2467	0	34	1.6	0	0
2468	0	54	1.5	1	0
2469	1	16	8.6	0	1
2470	1	19	5.9	0	0
2471	1	24	2.7	0	0
2472	0	38	3.6	0	1
2473	1	50	9.1	0	0
2474	4	16	3.2	0	1
2475	3	23	6.5	1	1
2476	3	15	6.3	1	1
2477	2	25	6.3	1	0
2478	3	31	4.5	0	0
2479	2	38	3.5	1	1
2480	4	11	3.9	1	1
2481	2	11	3.5	0	1
2482	4	24	7.7	1	0
2483	0	54	5.4	0	1
2484	0	55	8.7	0	0
2485	0	49	5.9	1	0
2486	3	23	3.2	0	0
2487	2	42	9.3	0	0
2488	3	23	3.7	1	0
2489	2	21	8.4	0	1
2490	4	20	6.4	1	1
2491	1	42	2.5	1	0
2492	0	10	8.6	0	0
2493	3	34	3.8	0	1
2494	0	59	7.0	1	1
2495	2	18	8.8	0	0
2496	0	43	4.0	0	0
2497	1	41	9.9	1	0
2498	2	23	8.0	0	1
2499	0	38	2.9	0	0
2500	1	29	4.8	0	0
2501	0	59	1.0	0	1
2502	1	30	8.1	0	1
2503	2	51	9.7	1	1
2504	0	52	9.5	1	1
2505	2	31	4.1	1	1
2506	1	52	9.2	0	1
2507	1	40	8.9	0	1
2508	0	58	6.5	0	1
2509	1	20	6.9	0	0
2510	2	13	3.7	0	1
2511	0	60	3.7	1	0
2512	2	42	2.8	0	0
2513	0	25	7.0	0	0
2514	3	34	7.5	0	0
2515	0	52	5.4	0	1
2516	0	57	2.7	0	0
2517	5	16	1.9	1	0
2518	1	41	3.4	0	1
2519	4	15	8.0	1	1
2520	4	27	2.9	1	1
2521	1	35	3.3	0	0
2522	2	36	8.7	1	1
2523	0	60	1.9	0	1
2524	1	36	10.0	0	1
2525	3	15	1.6	1	0
2526	2	17	8.0	1	1
2527	1	41	9.0	1	0
2528	1	37	5.6	1	1
2529	0	58	5.9	0	0
2530	1	29	6.8	0	1
2531	4	16	6.6	1	1
2532	2	30	7.6	1	0
2533	0	40	2.3	0	0
2534	0	48	7.5	1	1
2535	0	57	9.9	1	0
2536	5	19	1.7	1	1
2537	0	34	5.7	1	0
2538	1	32	1.7	1	1
2539	2	36	1.1	0	1
2540	3	31	6.7	1	0
2541	3	21	9.1	1	1
2542	1	21	2.2	1	0
2543	2	16	3.0	0	0
2544	0	34	8.4	1	0
2545	0	51	3.0	0	1
2546	2	11	2.6	0	1
2547	1	23	5.6	0	1
2548	1	21	1.2	0	0
2549	1	42	6.7	1	0
2550	4	25	9.9	1	1
2551	2	14	8.3	0	1
2552	0	52	6.7	0	0
2553	1	57	1.7	1	0
2554	0	24	2.5	0	0
2555	1	30	4.2	1	0
2556	1	37	7.8	1	0
2557	0	40	8.5	0	0
2558	1	31	6.0	0	0
2559	1	54	2.1	1	0
2560	1	20	9.5	0	0
2561	2	34	2.9	0	1
2562	1	59	4.8	0	1
2563	4	10	7.4	0	0
2564	1	45	4.0	1	0
2565	0	49	9.2	1	0
2566	0	56	7.5	0	0
2567	0	50	6.7	0	0
2568	1	19	6.6	0	0
2569	0	47	2.0	0	0
2570	0	14	5.7	0	0
2571	2	25	7.4	0	1
2572	2	15	2.9	1	1
2573	2	21	4.8	0	0
2574	3	19	8.7	0	1
2575	0	51	9.8	0	0
2576	0	24	6.6	1	1
2577	1	55	4.6	1	0
2578	0	13	8.2	0	1
2579	0	55	7.8	0	0
2580	2	25	7.7	0	0
2581	0	51	5.0	1	1
2582	3	21	7.7	1	1
2583	2	45	3.6	1	1
2584	2	26	6.3	1	1
2585	4	13	4.8	1	0
2586	2	35	10.0	1	0
2587	0	60	2.9	0	1
2588	2	39	2.3	1	0
2589	1	43	6.2	1	0
2590	1	39	9.1	0	1
2591	3	17	8.1	1	1
2592	3	12	7.1	1	1
2593	0	41	7.2	1	0
2594	0	53	9.6	0	0
2595	3	42	6.3	1	1
2596	1	38	7.8	0	1
2597	0	56	2.2	0	0
2598	1	47	7.9	0	1
2599	0	36	2.0	1	1
2600	3	19	1.4	0	1
2601	2	16	7.6	0	1
2602	0	41	6.6	0	0
2603	2	51	1.0	1	1
2604	2	17	6.0	1	1
2605	1	32	7.6	1	0
2606	0	59	3.0	0	0
2607	0	59	1.5	0	1
2608	1	45	3.0	1	0
2609	1	16	2.9	1	0
2610	4	18	7.7	1	0
2611	2	30	8.1	1	1
2612	2	16	9.2	0	1
2613	3	16	4.6	1	0
2614	1	49	2.2	1	1
2615	1	44	8.9	1	1
2616	0	58	1.6	0	1
2617	3	30	5.1	1	1
2618	1	34	4.4	0	1
2619	0	53	3.5	0	0
2620	0	39	4.0	0	0
2621	0	48	1.8	0	1
2622	2	14	1.5	0	1
2623	2	16	6.6	1	0
2624	2	47	2.7	1	1
2625	3	30	4.7	1	1
2626	1	43	1.3	0	0
2627	0	27	8.3	0	0
2628	2	54	5.1	0	1
2629	0	39	8.4	1	0
2630	2	21	5.9	1	1
2631	1	47	7.5	1	1
2632	2	18	7.3	0	1
2633	2	38	6.7	1	1
2634	3	11	8.1	0	0
2635	3	12	4.9	1	0
2636	2	32	7.1	1	0
2637	2	20	8.1	1	1
2638	2	26	8.4	0	0
2639	1	55	4.8	1	1
2640	1	43	3.9	1	0
2641	0	48	5.2	1	0
2642	3	19	4.5	0	1
2643	1	43	4.7	0	0
2644	2	18	3.1	1	1
2645	3	19	7.9	1	0
2646	0	35	1.5	0	1
2647	1	47	4.1	0	0
2648	1	37	9.9	0	0
2649	2	16	8.6	1	0
2650	2	46	1.9	0	1
2651	3	37	9.6	1	0
2652	0	49	5.4	1	0
2653	1	18	7.2	0	0
2654	1	11	9.1	0	0
2655	3	21	8.9	1	1
2656	0	46	2.2	0	1
2657	1	18	6.5	1	0
2658	0	45	3.9	0	0
2659	4	13	4.6	0	0
2660	0	44	7.3	1	0
2661	2	40	5.5	1	0
2662	2	49	3.6	1	1
2663	0	36	5.0	0	1
2664	0	53	9.2	1	1
2665	0	50	2.7	1	1
2666	2	13	9.7	1	1
2667	1	37	9.5	1	0
2668	0	52	5.6	1	0
2669	3	38	5.2	1	0
2670	5	11	2.3	1	1
2671	1	35	9.9	0	0
2672	0	55	6.7	1	0
2673	1	42	9.3	0	1
2674	1	16	9.5	1	0
2675	3	14	9.5	1	0
2676	2	24	4.2	1	0
2677	0	46	2.2	0	0
2678	0	52	6.2	0	1
2679	2	33	3.2	1	0
2680	1	43	4.6	1	0
2681	0	47	4.1	0	1
2682	1	29	9.2	1	1
2683	0	12	7.9	0	0
2684	2	29	3.4	1	1
2685	2	59	6.0	1	0
2686	1	11	9.1	0	0
2687	0	51	9.2	0	0
2688	2	27	8.1	1	1
2689	0	36	4.0	0	1
2690	3	22	7.2	1	1
2691	1	23	9.4	1	0
2692	3	43	5.5	0	1
2693	2	13	8.4	1	0
2694	3	18	6.9	0	1
2695	2	56	4.0	0	0
2696	1	16	5.3	0	0
2697	1	37	9.0	1	0
2698	1	59	1.2	0	1
2699	4	12	6.2	1	0
2700	2	25	7.9	0	1
2701	2	26	1.5	1	0
2702	2	30	7.6	0	1
2703	3	34	7.4	1	1
2704	0	45	3.8	0	1
2705	3	34	2.4	1	1
2706	2	33	2.8	1	1
2707	2	33	1.0	1	0
2708	0	40	4.9	0	1
2709	2	46	7.2	1	1
2710	3	15	8.4	0	0
2711	0	59	4.2	0	0
2712	1	42	4.6	0	0
2713	0	30	4.5	0	1
2714	2	12	7.7	0	1
2715	0	55	7.5	0	0
2716	3	31	8.5	1	1
2717	2	17	6.0	0	1
2718	1	49	6.6	1	1
2719	0	51	7.4	1	0
2720	2	12	2.0	0	1
2721	1	47	6.1	0	0
2722	4	13	6.6	1	1
2723	2	27	2.7	0	1
2724	2	16	1.8	0	0
2725	3	25	8.3	1	1
2726	3	28	7.6	0	1
2727	2	37	1.6	0	0
2728	0	42	9.0	1	1
2729	0	31	8.2	0	0
2730	0	36	7.1	0	1
2731	0	51	9.7	0	0
2732	0	25	3.5	0	0
2733	0	49	6.8	0	0
2734	1	42	2.6	1	1
2735	1	45	1.3	1	0
2736	1	39	1.1	1	1
2737	0	29	5.0	1	0
2738	3	35	9.9	1	0
2739	0	44	1.1	0	0
2740	0	56	8.2	0	0
2741	2	12	6.0	1	1
2742	3	11	3.1	1	1
2743	2	14	7.5	1	1
2744	3	10	5.3	0	1
2745	2	60	6.9	1	1
2746	3	36	5.0	0	1
2747	2	42	6.3	1	0
2748	3	29	7.4	1	0
2749	3	20	1.2	1	0
2750	0	48	7.9	1	1
2751	0	18	3.4	0	0
2752	2	20	5.6	1	0
2753	2	41	4.0	1	0
2754	3	19	5.0	0	1
2755	3	27	7.9	1	1
2756	1	60	5.1	0	1
2757	0	59	6.9	0	1
2758	1	49	5.3	1	1
2759	2	29	1.2	1	0
2760	0	55	8.3	1	0
2761	2	50	5.6	1	1
2762	0	51	4.1	0	0
2763	1	35	6.0	0	1
2764	0	45	9.3	0	1
2765	0	23	3.6	0	0
2766	1	42	4.0	0	1
2767	0	57	8.8	0	1
2768	2	23	6.8	1	0
2769	3	23	2.5	1	1
2770	0	55	2.6	0	1
2771	1	60	1.2	1	1
2772	2	13	6.8	0	1
2773	4	16	3.8	1	1
2774	0	46	1.4	0	0
2775	3	11	8.7	1	0
2776	2	43	9.1	0	1
2777	1	30	2.2	0	1
2778	3	27	3.1	1	1
2779	2	36	1.6	1	0
2780	1	31	9.6	1	0
2781	0	43	5.3	0	0
2782	2	37	1.1	0	0
2783	1	22	6.2	0	0
2784	1	17	2.9	0	1
2785	0	36	1.1	0	1
2786	3	21	2.3	1	1
2787	1	12	3.2	1	1
2788	0	39	1.1	0	1
2789	1	25	6.6	1	1
2790	2	37	4.2	1	1
2791	3	15	5.6	0	1
2792	3	49	3.6	1	0
2793	1	54	6.2	0	0
2794	0	47	8.0	0	0
2795	0	51	6.8	0	0
2796	1	27	3.0	1	0
2797	2	36	9.1	1	1
2798	2	14	7.9	0	1
2799	1	60	6.5	1	1
2800	0	56	7.7	1	0
2801	1	39	7.1	0	0
2802	0	56	1.6	1	1
2803	3	41	4.7	1	0
2804	2	24	3.1	0	0
2805	2	53	8.2	1	1
2806	2	18	6.7	1	0
2807	1	14	4.0	0	0
2808	2	31	1.8	1	0
2809	1	23	8.2	1	0
2810	0	60	9.9	1	0
2811	0	51	9.5	1	0
2812	1	14	5.4	0	1
2813	2	50	1.9	1	1
2814	0	21	7.8	0	0
2815	1	50	1.3	1	0
2816	1	47	7.1	0	0
2817	0	59	4.1	1	1
2818	0	33	4.9	1	0
2819	2	34	9.3	1	1
2820	0	38	8.7	0	0
2821	1	24	8.5	1	0
2822	1	21	1.1	0	1
2823	1	36	2.2	0	1
2824	2	36	1.6	1	1
2825	1	35	4.7	0	1
2826	0	55	3.2	1	0
2827	2	42	7.1	1	1
2828	1	14	3.1	0	0
2829	1	20	7.3	0	0
2830	0	59	2.5	1	0
2831	0	58	4.2	0	0
2832	0	44	7.7	1	0
2833	2	36	6.9	1	0
2834	2	24	3.9	1	0
2835	2	33	6.8	1	0
2836	2	35	8.9	1	0
2837	0	37	1.5	0	1
2838	3	20	2.9	1	0
2839	2	47	9.1	1	1
2840	2	20	3.2	1	0
2841	2	23	7.8	1	0
2842	2	26	9.7	1	1
2843	0	50	1.2	0	0
2844	0	34	5.2	0	0
2845	2	19	9.8	0	0
2846	0	30	7.0	1	1
2847	0	44	4.3	0	0
2848	0	41	3.9	0	0
2849	2	28	7.7	0	0
2850	1	44	5.2	1	0
2851	0	55	3.2	0	1
2852	1	29	2.6	0	0
2853	2	33	1.4	1	0
