ID	Gender	Age	Bus_travel_time	Metro_travel_time	Car_travel_time	Bus_travel_cost	Metro_travel_cost	Car_travel_cost	Bus_headway_time	Metro_headway_time	Choice	Attitude1	Attitude2	Attitude3
87	1	27	35	20	12	1.5	3	12	7	7	1	3	5	4
87	1	27	30	20	18	1.5	3	10	9	7	2	3	5	4
87	1	27	25	40	18	2.5	3	10	9	8	1	3	5	4
87	1	27	30	30	18	2.5	2.5	9	12	7	2	3	5	4
87	1	27	25	20	18	2	2	10	9	5	2	3	5	4
88	1	43	30	20	18	1.5	2	10	9	5	2	4	2	4
88	1	43	35	20	18	1.5	2.5	10	9	7	1	4	2	4
88	1	43	30	30	18	2	3	9	7	5	2	4	2	4
88	1	43	30	30	18	2	2	9	7	7	2	4	2	4
88	1	43	30	30	12	2	2	9	9	7	3	4	2	4
88	1	43	30	20	12	2	2	10	12	7	2	4	2	4
88	1	43	35	30	22	2	2.5	10	9	8	3	4	2	4
88	1	43	35	40	18	2	3	10	9	8	1	4	2	4
88	1	43	30	40	18	2.5	2.5	9	9	7	3	4	2	4
88	1	43	35	30	18	2.5	2.5	10	9	8	1	4	2	4
89	1	50	30	30	18	1.5	3	12	7	5	1	1	5	3
89	1	50	30	40	18	2	3	12	9	8	2	1	5	3
89	1	50	30	30	18	2	2	10	9	7	3	1	5	3
89	1	50	30	20	18	1.5	2	9	9	8	2	1	5	3
89	1	50	25	30	18	2	2.5	12	7	8	3	1	5	3
89	1	50	30	30	12	1.5	3	9	9	7	3	1	5	3
89	1	50	25	30	18	2	2.5	10	12	5	3	1	5	3
89	1	50	30	30	12	2	2	12	9	7	2	1	5	3
89	1	50	35	30	18	2	2.5	12	7	8	2	1	5	3
89	1	50	25	40	18	2	2	9	7	5	1	1	5	3
90	0	45	30	30	12	1.5	3	10	12	7	3	4	4	2
90	0	45	35	20	12	1.5	2.5	10	9	7	2	4	4	2
90	0	45	30	40	18	1.5	2.5	12	12	5	2	4	4	2
90	0	45	35	30	12	2	2.5	9	9	7	2	4	4	2
90	0	45	25	30	18	2	2.5	10	9	8	3	4	4	2
90	0	45	30	20	12	2	2.5	9	9	7	1	4	4	2
90	0	45	35	30	22	2	2.5	10	12	8	3	4	4	2
90	0	45	35	30	18	2	2.5	10	9	8	2	4	4	2
90	0	45	25	30	22	1.5	2.5	10	9	5	2	4	4	2
90	0	45	35	30	18	2	2.5	12	9	5	2	4	4	2
91	1	27	30	20	18	2.5	2.5	10	9	5	2	3	5	3
91	1	27	30	20	22	2.5	2	12	9	5	2	3	5	3
91	1	27	25	40	18	1.5	3	9	9	7	3	3	5	3
91	1	27	30	20	18	2.5	2	12	9	8	2	3	5	3
91	1	27	25	20	18	2	2.5	12	12	5	2	3	5	3
91	1	27	30	30	12	2	2.5	10	12	7	2	3	5	3
91	1	27	25	30	18	1.5	2.5	12	7	8	1	3	5	3
91	1	27	30	40	22	1.5	2	10	7	5	1	3	5	3
91	1	27	30	40	18	2	3	10	7	5	2	3	5	3
91	1	27	35	30	12	2	3	10	9	8	3	3	5	3
92	1	46	30	30	22	2	2	10	7	5	3	3	3	3
92	1	46	30	30	12	2	3	9	12	7	2	3	3	3
92	1	46	30	30	12	2.5	2.5	12	9	8	2	3	3	3
92	1	46	25	30	12	1.5	2.5	10	7	7	1	3	3	3
92	1	46	35	40	12	2	3	10	7	8	3	3	3	3
92	1	46	35	30	18	2	2.5	10	9	5	2	3	3	3
92	1	46	25	30	18	2	2	10	9	7	1	3	3	3
92	1	46	25	30	18	2	2.5	9	9	7	2	3	3	3
92	1	46	30	30	18	2.5	3	10	12	8	3	3	3	3
92	1	46	30	30	12	2.5	2	10	7	7	1	3	3	3
93	0	61	35	40	18	2.5	2.5	10	12	5	3	3	5	5
93	0	61	30	30	22	2.5	2.5	9	7	5	2	3	5	5
93	0	61	30	20	12	2	3	10	9	7	3	3	5	5
93	0	61	30	40	18	2	2.5	10	9	7	2	3	5	5
93	0	61	30	40	18	2.5	2	9	9	7	3	3	5	5
93	0	61	30	30	12	2	2.5	9	7	7	3	3	5	5
93	0	61	35	20	18	2.5	2	10	12	7	3	3	5	5
93	0	61	30	40	12	2	2	10	9	8	2	3	5	5
93	0	61	30	30	18	2	3	10	7	7	3	3	5	5
93	0	61	30	30	18	2	2.5	10	12	7	3	3	5	5
94	0	35	35	20	18	2	3	10	7	5	3	5	4	4
94	0	35	25	40	18	2	2.5	10	9	7	1	5	4	4
94	0	35	30	30	18	1.5	2.5	10	9	7	3	5	4	4
94	0	35	30	20	22	1.5	2.5	12	12	5	2	5	4	4
94	0	35	25	40	18	2	2.5	9	9	8	3	5	4	4
94	0	35	25	30	18	2	2.5	9	12	8	3	5	4	4
94	0	35	35	40	22	2.5	2.5	10	12	8	3	5	4	4
94	0	35	30	30	22	1.5	2.5	10	7	8	1	5	4	4
94	0	35	30	20	18	1.5	2.5	9	9	8	3	5	4	4
94	0	35	35	20	22	1.5	2.5	10	7	7	1	5	4	4
95	1	59	30	40	18	2.5	3	10	9	7	3	5	5	4
95	1	59	30	30	18	2	2.5	10	9	7	2	5	5	4
95	1	59	30	20	18	2	2	9	9	7	3	5	5	4
95	1	59	30	30	22	2.5	2	10	7	8	1	5	5	4
95	1	59	30	30	18	2	2.5	10	7	7	3	5	5	4
95	1	59	35	40	18	2	2	9	9	5	3	5	5	4
95	1	59	30	20	12	1.5	2.5	10	9	5	2	5	5	4
95	1	59	30	20	22	2	2.5	12	7	5	2	5	5	4
95	1	59	25	20	22	2	3	10	7	8	2	5	5	4
95	1	59	30	20	12	2.5	3	9	9	5	3	5	5	4
96	0	18	35	20	12	2	2.5	12	12	7	3	4	1	3
96	0	18	30	30	18	2	3	10	7	7	1	4	1	3
96	0	18	25	30	18	2.5	2	9	9	5	2	4	1	3
96	0	18	25	20	22	2.5	2.5	10	12	8	2	4	1	3
96	0	18	30	40	12	1.5	2.5	12	9	7	3	4	1	3
96	0	18	30	30	22	2.5	3	10	9	8	1	4	1	3
96	0	18	25	30	22	2	2.5	9	7	7	3	4	1	3
96	0	18	30	30	18	1.5	2	9	9	8	2	4	1	3
96	0	18	35	20	18	2.5	3	9	9	8	3	4	1	3
96	0	18	30	30	22	2	3	12	9	7	1	4	1	3
97	0	40	35	30	22	2.5	2.5	10	9	7	3	5	4	1
97	0	40	35	30	22	2	3	9	12	5	2	5	4	1
97	0	40	30	20	18	2	2.5	10	7	5	2	5	4	1
97	0	40	25	40	18	2	3	10	12	8	2	5	4	1
97	0	40	30	40	22	2	2.5	10	7	7	3	5	4	1
97	0	40	30	30	18	2.5	3	10	9	7	3	5	4	1
97	0	40	30	20	12	2.5	2.5	10	12	7	3	5	4	1
97	0	40	35	20	18	2.5	2.5	10	9	7	2	5	4	1
97	0	40	30	40	18	2.5	2.5	12	9	8	2	5	4	1
97	0	40	35	40	18	2	3	10	9	8	3	5	4	1
98	1	34	25	40	18	2.5	2.5	10	9	8	1	4	3	3
98	1	34	30	20	18	2	2	9	9	7	2	4	3	3
98	1	34	30	40	18	1.5	2.5	10	9	5	2	4	3	3
98	1	34	30	30	12	1.5	2.5	10	9	8	2	4	3	3
98	1	34	30	30	18	2	2	9	7	8	3	4	3	3
98	1	34	30	30	12	2	2.5	12	7	7	1	4	3	3
98	1	34	35	40	22	2	2.5	9	9	5	2	4	3	3
98	1	34	30	20	18	2	2.5	10	9	5	2	4	3	3
98	1	34	30	40	18	1.5	2.5	9	7	5	2	4	3	3
98	1	34	25	20	22	2	3	9	12	7	1	4	3	3
99	1	60	25	30	12	2.5	2	12	9	7	3	4	5	5
99	1	60	35	30	18	1.5	2	12	12	5	2	4	5	5
99	1	60	30	30	18	2	3	10	9	7	3	4	5	5
99	1	60	25	40	18	2	2.5	9	9	8	2	4	5	5
99	1	60	30	20	18	2	2.5	10	12	7	3	4	5	5
99	1	60	30	30	18	2	3	10	9	7	2	4	5	5
99	1	60	35	20	18	2	2.5	9	9	7	3	4	5	5
99	1	60	30	30	22	1.5	2.5	12	9	7	2	4	5	5
99	1	60	30	40	12	2	2.5	12	12	5	2	4	5	5
99	1	60	30	20	22	2	2	10	9	7	3	4	5	5
100	0	54	35	30	12	2	2.5	10	7	7	3	4	4	4
100	0	54	30	40	18	2	3	9	12	7	2	4	4	4
100	0	54	30	40	12	2.5	3	9	9	8	3	4	4	4
100	0	54	30	20	18	1.5	2.5	12	12	7	2	4	4	4
100	0	54	35	30	12	1.5	2.5	10	7	8	3	4	4	4
100	0	54	35	40	22	2	3	12	9	8	2	4	4	4
100	0	54	30	30	18	1.5	2.5	10	12	7	3	4	4	4
100	0	54	35	30	18	1.5	2.5	10	9	7	2	4	4	4
100	0	54	35	20	18	1.5	3	9	9	7	2	4	4	4
100	0	54	30	30	22	1.5	3	10	12	7	3	4	4	4
101	1	48	35	40	12	1.5	2	10	9	7	3	3	5	3
101	1	48	25	30	18	2.5	2.5	12	9	8	2	3	5	3
101	1	48	30	20	18	2	2	12	9	5	2	3	5	3
101	1	48	30	20	22	2	3	10	9	7	2	3	5	3
101	1	48	30	40	18	2	2.5	12	7	7	3	3	5	3
101	1	48	30	20	18	2	2.5	9	9	8	3	3	5	3
101	1	48	30	20	12	2	2.5	9	7	7	3	3	5	3
101	1	48	35	20	18	2	2.5	10	12	7	2	3	5	3
101	1	48	25	40	22	1.5	3	9	7	7	2	3	5	3
101	1	48	30	20	12	1.5	3	12	9	5	1	3	5	3
102	0	42	30	40	18	2.5	2.5	12	12	5	3	4	4	1
102	0	42	25	20	18	2.5	2.5	10	9	8	2	4	4	1
102	0	42	35	30	18	2	2.5	12	9	8	2	4	4	1
102	0	42	30	40	18	2	2.5	9	9	7	2	4	4	1
102	0	42	25	40	18	2	2	12	7	7	3	4	4	1
102	0	42	30	20	22	2	2.5	9	9	7	1	4	4	1
102	0	42	30	40	22	2	2.5	10	7	8	3	4	4	1
102	0	42	25	40	18	2	2.5	10	7	7	2	4	4	1
102	0	42	30	30	18	2.5	2.5	10	7	7	2	4	4	1
102	0	42	35	30	18	2	3	12	9	7	2	4	4	1
103	0	21	25	30	18	1.5	2	9	9	8	3	3	5	4
103	0	21	30	30	22	2	3	10	9	5	2	3	5	4
103	0	21	35	30	18	2	2	9	9	8	3	3	5	4
103	0	21	30	30	18	2.5	2.5	10	12	7	1	3	5	4
103	0	21	30	30	22	1.5	2.5	10	12	8	1	3	5	4
103	0	21	30	40	12	1.5	3	9	12	7	3	3	5	4
103	0	21	25	30	22	1.5	2.5	12	9	5	2	3	5	4
103	0	21	30	30	22	2	2.5	10	9	7	1	3	5	4
103	0	21	35	20	12	2.5	3	9	9	5	2	3	5	4
103	0	21	25	30	18	1.5	2.5	10	12	7	3	3	5	4
104	1	26	35	30	22	2	2.5	12	9	8	2	4	1	3
104	1	26	30	30	18	2	2.5	9	9	8	1	4	1	3
104	1	26	35	20	18	2	2.5	9	7	5	2	4	1	3
104	1	26	30	30	18	2	2.5	10	9	7	2	4	1	3
104	1	26	35	30	18	1.5	2.5	9	9	7	3	4	1	3
104	1	26	35	20	18	2	2.5	12	9	7	2	4	1	3
104	1	26	30	30	18	2	2.5	12	9	5	2	4	1	3
104	1	26	25	30	22	2	2.5	9	9	7	2	4	1	3
104	1	26	30	30	22	1.5	3	10	9	5	2	4	1	3
104	1	26	35	40	12	2	2.5	10	12	8	1	4	1	3
105	0	45	30	30	12	1.5	3	10	9	7	3	5	5	5
105	0	45	35	30	18	1.5	3	9	9	8	3	5	5	5
105	0	45	30	30	22	2	2.5	10	12	8	3	5	5	5
105	0	45	30	30	22	2	3	12	12	7	2	5	5	5
105	0	45	30	30	18	1.5	2.5	12	9	7	3	5	5	5
105	0	45	25	40	22	2	3	10	12	8	3	5	5	5
105	0	45	30	40	18	2.5	2.5	10	9	8	3	5	5	5
105	0	45	25	20	22	2.5	2.5	9	9	8	2	5	5	5
105	0	45	25	30	12	2.5	2	10	9	8	2	5	5	5
105	0	45	25	40	18	1.5	2	10	9	7	3	5	5	5
106	0	47	30	30	12	2	2	10	12	5	3	4	4	2
106	0	47	25	40	22	2	2.5	10	9	5	1	4	4	2
106	0	47	35	30	22	2.5	3	10	9	8	3	4	4	2
106	0	47	30	40	22	2	3	12	12	7	2	4	4	2
106	0	47	25	20	22	1.5	3	9	12	5	3	4	4	2
106	0	47	35	20	18	2	2.5	12	12	7	2	4	4	2
106	0	47	25	20	22	2.5	2.5	9	9	7	3	4	4	2
106	0	47	25	40	18	2.5	2.5	9	7	7	1	4	4	2
106	0	47	35	30	22	1.5	2.5	10	7	8	3	4	4	2
106	0	47	25	30	18	2.5	2	9	7	7	2	4	4	2
107	0	64	30	20	18	2	3	10	7	5	3	5	5	4
107	0	64	25	20	12	1.5	2.5	12	12	7	2	5	5	4
107	0	64	30	20	12	1.5	3	10	7	5	3	5	5	4
107	0	64	25	30	22	2.5	2.5	9	9	8	2	5	5	4
107	0	64	25	40	12	1.5	3	9	12	7	3	5	5	4
107	0	64	30	30	18	2	2.5	10	7	5	3	5	5	4
107	0	64	30	30	18	2	2.5	10	7	7	3	5	5	4
107	0	64	35	30	12	2.5	2.5	10	9	7	2	5	5	4
107	0	64	35	30	22	2	3	9	9	7	3	5	5	4
107	0	64	25	40	22	2	2.5	12	9	7	1	5	5	4
108	1	41	25	30	18	2.5	2	9	9	7	3	3	3	4
108	1	41	35	30	18	2.5	2.5	9	9	5	2	3	3	4
108	1	41	30	30	18	2.5	3	12	7	7	2	3	3	4
108	1	41	30	20	18	2.5	3	12	9	5	2	3	3	4
108	1	41	25	40	18	2	2	10	9	5	3	3	3	4
108	1	41	25	30	18	2	3	10	7	7	1	3	3	4
108	1	41	25	30	18	2.5	2.5	9	12	5	3	3	3	4
108	1	41	25	30	18	2.5	3	10	9	5	2	3	3	4
108	1	41	30	40	12	1.5	2	9	9	7	3	3	3	4
108	1	41	35	40	18	2.5	2.5	10	9	7	3	3	3	4
109	1	50	30	40	22	2	2	10	7	8	3	5	5	4
109	1	50	30	40	18	2.5	3	9	12	8	3	5	5	4
109	1	50	25	20	18	2	3	9	7	7	3	5	5	4
109	1	50	30	30	12	2.5	2	10	7	7	2	5	5	4
109	1	50	25	30	18	2	2	10	9	5	3	5	5	4
109	1	50	30	30	22	2	2.5	10	9	5	2	5	5	4
109	1	50	25	40	18	2	2.5	10	12	7	3	5	5	4
109	1	50	35	20	22	2	2.5	9	7	7	1	5	5	4
109	1	50	30	40	18	2	3	12	9	8	2	5	5	4
109	1	50	30	30	18	2	2	10	12	7	3	5	5	4
110	0	37	25	30	18	1.5	2.5	9	12	5	3	4	4	3
110	0	37	30	40	18	2	2.5	9	7	7	2	4	4	3
110	0	37	35	20	22	2.5	2	10	9	7	2	4	4	3
110	0	37	25	40	22	2.5	2	12	9	7	2	4	4	3
110	0	37	25	20	18	2	2	12	12	8	3	4	4	3
110	0	37	30	30	18	2	2.5	9	7	7	1	4	4	3
110	0	37	35	30	22	1.5	2	10	7	8	1	4	4	3
110	0	37	25	40	12	2	3	10	12	8	3	4	4	3
110	0	37	25	40	18	2	2.5	9	9	8	2	4	4	3
110	0	37	25	30	12	2	2.5	9	7	7	1	4	4	3
111	1	26	25	30	18	2	3	12	7	7	2	2	5	5
111	1	26	30	30	12	1.5	2	10	9	7	2	2	5	5
111	1	26	25	30	18	1.5	3	10	9	8	3	2	5	5
111	1	26	30	30	12	1.5	2.5	10	7	7	1	2	5	5
111	1	26	30	40	18	1.5	3	10	12	5	3	2	5	5
111	1	26	25	20	12	1.5	2	10	9	7	1	2	5	5
111	1	26	30	30	22	2	2.5	12	7	5	2	2	5	5
111	1	26	30	20	18	2	3	10	9	7	2	2	5	5
111	1	26	30	20	18	1.5	2	10	9	7	2	2	5	5
111	1	26	35	40	22	2.5	2	9	9	5	3	2	5	5
112	0	25	30	40	22	2.5	2	10	9	7	3	4	1	3
112	0	25	30	20	18	2	2	9	7	8	1	4	1	3
112	0	25	35	20	12	2	2	10	9	8	2	4	1	3
112	0	25	30	30	12	1.5	2.5	10	12	7	2	4	1	3
112	0	25	30	40	22	2	2.5	12	7	8	1	4	1	3
112	0	25	30	30	18	2	3	10	7	8	3	4	1	3
112	0	25	35	30	18	2	2.5	12	7	7	2	4	1	3
112	0	25	35	20	12	2	2	12	7	5	2	4	1	3
112	0	25	25	40	18	1.5	2.5	9	9	7	3	4	1	3
112	0	25	25	40	18	2	2.5	9	9	7	1	4	1	3
113	0	41	30	30	22	2.5	2	12	12	8	2	4	5	3
113	0	41	25	30	12	1.5	2	9	7	5	2	4	5	3
113	0	41	30	30	18	2	2	9	7	7	3	4	5	3
113	0	41	30	20	22	2.5	3	10	9	5	2	4	5	3
113	0	41	25	20	12	2.5	2	12	9	7	3	4	5	3
113	0	41	35	20	18	2.5	2.5	10	12	8	3	4	5	3
113	0	41	35	20	18	2	2.5	10	9	7	3	4	5	3
113	0	41	25	40	18	2.5	2.5	10	12	8	2	4	5	3
113	0	41	25	40	18	2	2.5	10	12	7	3	4	5	3
113	0	41	25	30	22	2.5	2.5	10	12	5	3	4	5	3
114	0	31	35	40	12	2	2	10	9	7	3	4	3	3
114	0	31	30	40	22	2	2.5	10	9	7	1	4	3	3
114	0	31	25	30	18	2	2.5	12	9	7	1	4	3	3
114	0	31	35	40	22	2.5	3	12	9	8	2	4	3	3
114	0	31	25	20	18	2.5	3	12	9	8	3	4	3	3
114	0	31	30	40	22	2	2	9	9	7	1	4	3	3
114	0	31	30	40	18	2.5	3	10	9	8	3	4	3	3
114	0	31	25	30	18	2	3	10	9	5	2	4	3	3
114	0	31	30	30	18	2	2.5	9	9	5	2	4	3	3
114	0	31	25	40	18	2	2.5	10	9	7	3	4	3	3
115	0	35	30	40	22	1.5	2	10	12	8	3	3	5	4
115	0	35	25	30	12	1.5	2.5	9	7	8	1	3	5	4
115	0	35	30	20	18	2.5	2.5	10	9	8	3	3	5	4
115	0	35	30	30	22	2	2	12	7	5	2	3	5	4
115	0	35	25	40	12	2	2	12	12	7	3	3	5	4
115	0	35	30	20	22	2	2.5	10	9	7	2	3	5	4
115	0	35	35	20	22	2	2	10	9	5	2	3	5	4
115	0	35	30	40	18	1.5	2	12	9	7	1	3	5	4
115	0	35	25	20	18	2	2.5	10	9	7	2	3	5	4
115	0	35	25	30	18	2	3	12	7	8	1	3	5	4
116	0	18	30	40	18	2	3	10	9	8	3	2	2	3
116	0	18	30	30	12	2.5	3	10	12	7	2	2	2	3
116	0	18	25	30	22	2	2.5	10	12	7	2	2	2	3
116	0	18	35	20	12	2.5	2.5	9	9	7	2	2	2	3
116	0	18	30	20	18	2	2.5	9	12	7	3	2	2	3
116	0	18	30	30	12	2	2.5	10	12	8	2	2	2	3
116	0	18	35	30	18	1.5	2	9	12	8	3	2	2	3
116	0	18	25	30	18	2	3	9	9	5	2	2	2	3
116	0	18	30	30	18	2.5	3	10	9	5	2	2	2	3
116	0	18	35	20	18	2.5	2	10	9	7	1	2	2	3
117	1	29	30	40	12	2	2.5	12	9	5	2	4	4	1
117	1	29	30	30	18	2.5	3	10	9	5	2	4	4	1
117	1	29	25	40	18	2	2.5	12	7	7	2	4	4	1
117	1	29	35	30	12	2	2.5	9	12	7	2	4	4	1
117	1	29	25	30	18	2.5	2.5	12	12	7	2	4	4	1
117	1	29	25	20	22	2	3	12	9	8	1	4	4	1
117	1	29	25	20	18	2	2	10	7	7	3	4	4	1
117	1	29	35	30	18	1.5	2	12	12	7	2	4	4	1
117	1	29	25	30	12	2.5	2	9	9	7	2	4	4	1
117	1	29	30	40	22	2	2.5	12	7	8	1	4	4	1
118	0	46	25	30	18	2.5	2.5	12	9	8	3	5	4	4
118	0	46	35	40	18	2	2.5	10	9	7	2	5	4	4
118	0	46	25	40	18	2	3	10	12	7	3	5	4	4
118	0	46	30	40	18	2	2	10	9	5	2	5	4	4
118	0	46	30	40	18	1.5	2.5	12	7	8	3	5	4	4
118	0	46	30	20	22	2	2.5	10	9	8	2	5	4	4
118	0	46	35	20	22	1.5	2.5	12	9	5	2	5	4	4
118	0	46	30	30	18	2	3	9	7	5	1	5	4	4
118	0	46	35	20	18	1.5	2.5	9	9	7	3	5	4	4
118	0	46	25	40	18	1.5	2	10	9	5	3	5	4	4
119	1	54	30	30	22	2	3	9	7	5	3	4	5	3
119	1	54	35	20	22	2.5	2.5	10	9	7	2	4	5	3
119	1	54	35	40	12	2	3	10	7	8	3	4	5	3
119	1	54	30	40	12	1.5	2.5	10	9	8	1	4	5	3
119	1	54	30	30	22	2	2	12	9	7	2	4	5	3
119	1	54	30	30	18	2.5	2	9	12	7	3	4	5	3
119	1	54	30	30	18	1.5	2	9	12	7	3	4	5	3
119	1	54	25	30	12	2.5	2	10	7	5	2	4	5	3
119	1	54	35	40	12	2	3	10	9	5	2	4	5	3
119	1	54	30	30	12	2	2.5	9	9	5	3	4	5	3
120	0	43	35	30	22	2	2.5	10	12	5	3	4	3	4
120	0	43	30	30	18	1.5	2.5	9	9	5	2	4	3	4
120	0	43	30	40	22	1.5	2.5	10	9	7	2	4	3	4
120	0	43	25	20	12	2	2.5	12	12	7	2	4	3	4
120	0	43	35	30	12	2.5	2.5	10	9	7	3	4	3	4
120	0	43	30	40	18	2	3	9	9	8	1	4	3	4
120	0	43	30	40	18	2	2	10	9	8	3	4	3	4
120	0	43	30	20	18	2	2.5	10	9	7	2	4	3	4
120	0	43	25	40	12	2	2	10	9	7	3	4	3	4
120	0	43	25	30	18	2	2	10	7	7	1	4	3	4
121	1	50	30	40	22	2	2	12	7	7	1	4	5	3
121	1	50	30	40	12	2	3	9	7	7	1	4	5	3
121	1	50	35	40	22	2	2.5	10	12	8	3	4	5	3
121	1	50	30	30	22	2	2	10	9	8	2	4	5	3
121	1	50	25	30	18	2.5	3	12	7	7	1	4	5	3
121	1	50	25	30	12	1.5	3	9	9	8	3	4	5	3
121	1	50	25	30	18	1.5	2	10	9	5	3	4	5	3
121	1	50	30	30	12	2.5	2	10	12	5	2	4	5	3
121	1	50	25	40	22	2.5	3	10	12	7	2	4	5	3
121	1	50	25	40	18	1.5	3	12	9	7	1	4	5	3
122	1	60	30	20	18	2	2	10	12	8	3	5	4	3
122	1	60	35	30	18	2.5	2.5	10	9	8	2	5	4	3
122	1	60	35	20	12	2.5	2.5	10	9	8	3	5	4	3
122	1	60	25	30	18	2.5	2.5	10	12	8	2	5	4	3
122	1	60	30	30	18	2	2.5	9	12	7	3	5	4	3
122	1	60	30	30	18	2	3	10	7	8	1	5	4	3
122	1	60	25	30	18	2	2	10	9	5	2	5	4	3
122	1	60	30	20	18	1.5	2.5	10	9	7	2	5	4	3
122	1	60	35	20	18	2	2.5	12	9	7	2	5	4	3
122	1	60	30	40	18	2	3	10	12	8	3	5	4	3
123	1	32	30	20	18	2.5	2.5	10	9	7	2	3	5	4
123	1	32	35	30	22	1.5	3	12	7	5	2	3	5	4
123	1	32	25	30	12	1.5	2	10	12	8	3	3	5	4
123	1	32	30	20	18	2.5	2.5	10	9	7	2	3	5	4
123	1	32	25	20	12	2	2.5	12	7	7	1	3	5	4
123	1	32	30	30	12	2	2.5	12	7	5	1	3	5	4
123	1	32	30	20	12	2	2.5	10	9	7	3	3	5	4
123	1	32	30	30	12	1.5	2.5	10	9	8	2	3	5	4
123	1	32	35	30	22	1.5	2.5	10	7	7	2	3	5	4
123	1	32	30	20	18	1.5	2	10	9	7	2	3	5	4
124	1	40	25	20	12	2.5	2	12	12	5	2	5	3	4
124	1	40	25	20	18	2.5	2	10	7	7	1	5	3	4
124	1	40	30	30	12	2	2.5	10	9	7	2	5	3	4
124	1	40	30	30	18	1.5	2.5	9	9	5	2	5	3	4
124	1	40	30	40	18	2	3	9	9	8	3	5	3	4
124	1	40	30	30	12	2.5	2	9	12	7	2	5	3	4
124	1	40	25	30	22	2	2.5	10	7	8	2	5	3	4
124	1	40	30	30	18	2	2.5	9	12	5	2	5	3	4
124	1	40	25	30	18	1.5	2.5	9	7	8	3	5	3	4
124	1	40	25	20	12	2	2.5	12	7	7	1	5	3	4
125	1	46	30	20	18	2	2.5	12	12	7	2	3	5	4
125	1	46	25	40	18	1.5	2	10	9	7	2	3	5	4
125	1	46	30	30	12	2.5	2.5	9	9	5	3	3	5	4
125	1	46	25	30	18	2	2.5	10	7	7	2	3	5	4
125	1	46	30	30	18	2	3	12	9	7	3	3	5	4
125	1	46	30	30	18	1.5	3	10	7	8	2	3	5	4
125	1	46	30	20	18	1.5	2.5	9	9	7	3	3	5	4
125	1	46	30	30	12	2	2.5	10	7	8	1	3	5	4
125	1	46	30	30	22	1.5	2	10	12	5	2	3	5	4
125	1	46	35	20	18	1.5	2.5	9	9	8	1	3	5	4
126	0	38	30	20	12	1.5	2.5	9	9	7	3	3	4	4
126	0	38	35	30	18	2	2.5	12	9	8	2	3	4	4
126	0	38	35	30	18	1.5	2	10	9	8	3	3	4	4
126	0	38	30	40	18	1.5	2	10	7	8	2	3	4	4
126	0	38	30	40	12	2	2.5	12	9	7	3	3	4	4
126	0	38	30	30	18	2	2	10	9	7	1	3	4	4
126	0	38	30	30	22	2	2.5	10	9	7	3	3	4	4
126	0	38	35	40	18	1.5	3	10	12	7	3	3	4	4
126	0	38	30	40	12	2	2.5	12	9	5	2	3	4	4
126	0	38	30	40	18	2.5	2	10	9	7	3	3	4	4
127	1	36	25	30	18	2	2	12	7	7	2	5	5	4
127	1	36	25	30	18	2	2	12	9	7	2	5	5	4
127	1	36	30	30	18	2.5	2.5	10	12	8	3	5	5	4
127	1	36	30	30	18	2	2.5	10	9	5	2	5	5	4
127	1	36	30	40	12	1.5	3	9	7	8	1	5	5	4
127	1	36	25	40	22	2.5	2.5	12	12	8	2	5	5	4
127	1	36	30	40	18	2	2.5	10	9	5	3	5	5	4
127	1	36	35	30	18	2	3	9	12	8	1	5	5	4
127	1	36	25	20	18	2.5	2.5	10	9	5	2	5	5	4
127	1	36	30	20	22	2.5	2	9	9	8	3	5	5	4
128	1	22	35	40	22	2	3	9	12	8	3	4	1	3
128	1	22	30	30	18	2	2	10	7	7	2	4	1	3
128	1	22	35	20	12	1.5	2	10	12	7	2	4	1	3
128	1	22	30	30	18	2.5	2.5	10	9	7	2	4	1	3
128	1	22	25	40	18	2	2.5	12	9	7	3	4	1	3
128	1	22	30	40	18	2	3	10	12	7	2	4	1	3
128	1	22	25	20	18	2.5	2	12	9	5	2	4	1	3
128	1	22	30	20	18	2	2.5	9	9	8	2	4	1	3
128	1	22	30	20	22	2	2.5	9	12	7	3	4	1	3
128	1	22	25	40	12	2	2.5	9	12	8	1	4	1	3
129	1	40	30	30	18	2.5	2.5	10	9	7	3	2	4	1
129	1	40	25	30	18	2	2.5	10	9	8	1	2	4	1
129	1	40	30	20	18	2.5	2.5	9	9	8	3	2	4	1
129	1	40	30	30	18	2.5	3	12	9	5	2	2	4	1
129	1	40	25	30	22	2.5	2.5	9	12	5	3	2	4	1
129	1	40	25	30	18	1.5	3	12	12	7	1	2	4	1
129	1	40	25	30	18	2.5	3	10	7	7	3	2	4	1
129	1	40	30	20	18	1.5	2.5	10	9	7	2	2	4	1
129	1	40	25	20	18	2	3	12	12	7	2	2	4	1
129	1	40	30	30	12	2	2	10	9	7	3	2	4	1
130	1	53	25	30	22	1.5	2.5	10	9	7	3	4	4	4
130	1	53	35	20	18	1.5	2.5	9	12	8	2	4	4	4
130	1	53	30	30	18	2	3	10	9	8	3	4	4	4
130	1	53	35	40	12	2.5	2	12	12	7	2	4	4	4
130	1	53	30	20	18	1.5	2	9	9	7	3	4	4	4
130	1	53	25	30	22	2	2	12	7	5	2	4	4	4
130	1	53	30	40	18	2	2.5	10	7	7	3	4	4	4
130	1	53	25	30	12	2	2.5	9	9	7	2	4	4	4
130	1	53	30	20	18	2.5	2	10	12	7	2	4	4	4
